average_hr,average_watts,moving_time,average_speed,average_grade,distance,total_elevation_gain,labels,polyline,id
164.6,283.0,28.7,11.7,5.4,5.9,0.0,3,sfgcF`hziVYUw@e@eBq@eBcBoAw@OE_@]iAs@o@{@a@gA_@o@KI_BmBYQ}@c@{A]k@[k@i@yAuB}A}@e@k@_BqCiAyACKO]GYWw@CUIiAIsBOiAQw@M[y@_Bg@m@Wg@S{@COM_DYo@q@g@w@e@i@k@Q[_@c@m@m@a@q@kAeCy@m@QG]C]Dc@@yATYBcBSg@C@EIBWAK@MCy@By@Ke@Kk@?BCKBm@?IDEHy@Fe@Lg@ZKBI@[LYAQDAMm@d@STD?UPQOO]SUKIQKYGYCa@BHCu@T[?QSO]MO]EX@_@?e@VgCvBKP{@~@_@j@e@f@i@x@MHCFEAKO?KJaC?g@Ls@p@sB@YAIAIOKKEsAC@@kAGe@@IBe@RWVo@xA_@`@m@`@YLWBWGEa@Bc@AQGSMQOKMCsAGQEYSKMIc@?QL]HMf@]HKZyAN]\\c@Pk@@SC_@Ki@QYEE]Is@EQG]o@ScA@MPk@BW?UQa@[[_@I_ACc@Bs@Nw@HQFWNa@v@CNAZBn@Hn@@d@[dBEHa@XQKe@c@_@S_AWQIo@MSQGM[a@Aw@MiAAi@QeAQk@Ck@DWZkAFg@Ri@Ja@BUA[@YLa@N[^]rAs@lAcADGF_@Ma@i@a@a@SQQm@oAMc@EwABQLa@R[Zw@Do@Cg@EMAgAB_BEg@UqB@_AHa@Vm@lAiAp@eAFg@BmAH_Ad@oBZaAT}@r@mATk@BKDu@Ay@@o@AuABKCg@Dg@d@{ADQBc@W_BTs@JCd@UNYJa@Ba@Tu@Xg@^}@BQAEc@MUSGCaBOIEa@i@Ko@AkBMaAs@}@OAIEQAa@RqAdAQHe@LYFe@OEc@?QFe@Lc@Tg@f@}@dBkBz@cBf@mAAGIg@[c@ECcAW}Bc@g@SUG]CFAsAIQk@Pk@t@s@b@WTYv@o@PYDQf@m@p@_@pA_@DGP]DUBu@A_APy@HCRa@j@k@XDNCp@[nAEbAi@KMLy@CE@Ui@w@G_@QWQ@q@Ja@@eAk@WIi@Eq@?oAPMAg@DeARKDYXKPoA`@wA@s@MIEYWIM_@iAIw@GYc@kAYg@q@}@GQBo@Vi@f@o@^gAT}Bd@uCF{BEy@Ka@S[yAmBQ_@EW,226705
154.5,262.3,14.5,18.4,6.0,1.5,458.9,3,ef{dFlrljVgD`BiAf@i@f@i@XI@QLM^PrAVx@h@bAl@p@LHjAdAj@b@p@r@b@h@d@x@Vt@ZfAb@`C@r@OhCKbAk@vCGl@GTY|AWz@Y~Bc@vBYjBO`AIjAi@lDw@zEaBnJOvA?xAFdANbAV|@Vr@h@|@lAjAd@V`@LlATd@@d@An@GzAYdDg@dB}@b@GR@^F\\Pf@f@Pf@LENP,228603
172.9,347.3,7.3,13.6,5.7,1.7,510.9,3,}g|eFnpqjVl@En@Md@HbAd@d@^h@Xx@VbARjBDh@OPQf@w@d@k@XKXDFPH\\EbGT`AV`@v@|@NTNb@?XOb@cAxAWLuE@eAFMBoAv@eBt@q@b@}@tAeAt@i@dAC`AFZj@dB?~@[h@MbAVn@b@b@\\d@Eh@Qb@_@d@eB|@c@h@WfBK|AMpA?VF\\\\t@f@t@h@j@|@b@hCb@b@XTd@Bl@GtA?jAL`ALp@Tr@RXd@Rx@Pn@^Zh@Tx@Zf@`@FTCzDy@f@Yx@m@n@Op@VJr@,229781
167.2,328.7,8.2,10.2,8.0,1.4,583.5,3,qz|eF~eujVrAkCNe@Hs@DsCI{@Wq@e@a@q@Wi@_@Ok@@g@nBuFRw@Ci@U]YEi@BsARe@EYWM]Ig@Sk@[[}@e@Q[Ea@Fa@ZSXA\\Vh@bARXVRXL`@Df@EZM\\[fBqCX]fBaBd@g@j@[j@OrAS\\Al@PfArAd@\\x@T~Bj@\\b@Nr@ChCJlA\\lBXd@b@R~@Td@\\Zd@Pn@Xh@\\Lp@ArCk@r@Up@g@n@Ul@?VV,229783
162.5,330.2,3.5,14.7,5.8,0.9,258.6,3,atseF`hqjViA]{Co@aFkA}Cq@_AQuAMgAQkAg@k@[m@QwAAiAHiADw@s@c@sAaA_@iAYcAc@o@c@u@cBgAIcA`@iAXcA]gAg@gA]mAUmAEiAc@,235151
162.5,273.9,10.6,9.0,7.2,1.6,615.0,3,s}zaFp~~dV_@Mu@o@UOUEo@FUIa@_@WIWEeAJkAVgANcAKWBUHm@b@YH_Am@WEW@UFUJg@`@WDOUG]M[WSq@Sg@_@WGYDWJWR]@SUE_@K_@OQWEWDUJ{@t@y@`Ai@h@g@l@WPY?UKUSMSI[WyCAyAJsBCy@E[e@gAI[OsBSy@E]@[JqAEYMYi@c@OSE_@D[J[Xo@HYB[E]K[SSk@a@QUWu@M}@]qDK}@I[[w@OWuAcBiAgAOS_@sASS{Ao@QWYi@QOu@KWQOSk@aASOUESDQN[d@SNSAOQKWEYOuAQ{@[y@SW[[BF,236787
172.6,306.8,8.2,10.9,7.2,1.5,567.7,3,mmaeF`wgjVz@I`@VPh@?hAAZSxAE~APz@Xz@RvB\\z@nAfBXj@Nf@D|@Cj@WhAcArDq@tAM|@QjEHz@Pn@Xd@ZXj@Xl@Fh@Ep@W^]v@uAd@e@t@_@tAmAx@SbA?x@Gr@]v@e@n@M\\B`Ab@b@Jr@HzBHf@A\\EXOR]DIFo@A]Qk@g@_@OGU?mAJa@CIC_@W[e@e@{@Qo@Ci@Ns@`@i@dAaAl@Wx@Ml@Yn@q@j@w@j@gBXs@hBoC`@Oj@L,241885
163.3,329.8,9.8,25.6,-0.6000000000000001,4.1,308.1,0,_{_gFhwtkVaB@wDFoAJyABqAWyBo@MGqAeAeHmH{@eAYU}CaDk@Uo@IS?]Fo@^MNYp@ERCb@Bl@TbAlBdGHbA?TMrAe@x@MLw@`@gBb@gA?iCIiAFeBn@g@j@wBnDc@n@}A~@qCtAsArAsAhB{BnCeHjHeBlB}ArAwA|@w@r@oEdDU^[dAGp@GhCKpAY|CEn@OdAGP{@~B_@n@kArCg@t@]^iAlBc@h@}CvBgAlB_@v@s@zBi@xAy@jAm@p@q@tAwCbCaCp@{BX{A`@cDdB_AlAQh@}@|D_@rB_@xCWrC?RCx@c@x@eMzHyB|@_UvIqCt@mDt@yH|AgEv@uGrAeA`@iBvAgB|AkH|EmBlAmBdAkIrD,266759
161.3,294.4,5.8,16.5,3.1,1.6,261.8,3,_c|eFtaxjVz@yAb@_BPoBZaHDwBIiC[oCm@cCeHsW]cBEg@SuFEk@c@sAQYoA{@sCgA}A{@_AeAu@eAc@wA_@_Cc@iBo@kAq@eA}DcGo@{@OO{A{@cAs@cAcA}BgCe@_AkCgHo@oA}@}As@wAKm@FeAd@aB,267463
155.6,270.8,6.8,13.0,4.5,1.5,345.3,3,kmffF|fjhV|NpCv@Zf@d@^j@v@vA~@hA|AdCj@zAJf@Fd@E~CKrDEtC?tBCfAVvA\\t@PVr@^r@B~@Sh@i@PWZ{@^uAD_@^mBVu@R]p@u@FCVM`@Eh@@h@PTPt@lA~@jBTlAR~Cf@tBf@`AJNp@`@t@T`@Bf@Gr@Sz@i@h@g@PU\\aAJk@F{A\\iA\\u@f@u@d@i@h@i@t@YfBg@,267575
171.7,377.9,3.4,13.4,6.8,0.8,275.0,3,}wtbFhq}iVh@`CNjAQt@eBnAmBfAyAAa@h@?Dz@f@tAZ|@`@JvAo@`A}AtBeA`B{Ah@q@{@s@sAsAi@_Bi@qAz@_@fBy@zBwABeC_@,280791
167.3,334.1,4.2,16.6,4.3,1.1,257.0,3,u{pbFlv|iVi@OuAy@UEsBSiAc@q@e@a@u@e@a@g@@i@`@Ut@GfB_@dAkA|Ba@d@e@@iAq@w@Sm@E_@F_@Xg@t@Wl@Iz@?dATr@^x@Jt@Mr@c@n@URe@V}@^[Jk@?k@]_@}@e@a@e@BoAl@UBc@Va@rAi@p@w@f@eBj@iAN[Ai@Sg@AeCx@a@`@Sb@W\\sA|@cAn@s@Hc@G,280825
159.8,300.0,6.9,10.6,6.7,1.2,430.2,3,sjmdFl|ujVdAq@rBkBjC}Bv@k@jAe@xACl@Pb@XnE`EtAr@h@CpAk@tCeCfBo@r@Dv@\\rAvCfA`JRfE]nEm@`Da@nEl@|Nb@zE`BzBPJz@Tl@AAC,281895
151.1,250.4,5.6,13.5,4.2,1.2,292.6,3,{ssdFdpjjVoAl@aAj@eArAsC`Dq@bA{C|C]f@}@~@q@j@kDbCo@j@uA~@o@h@kBjBq@j@_A`AcAlASJU?SRkAvAaAdA}@vAeBbDg@fAI?DEEA?BKBGJ{BjFmErJmBnEgBzDq@dAeAzAgCbC,290871
162.5,253.5,33.8,7.6,8.4,4.3,1891.8,3,cr~bF|bceVt@OXqAbAuCv@gAnAf@VpAArBExAb@z@|Ad@r@~@d@|Bt@pBnA~@BtAF~Az@nAv@tAd@`Bp@TlAbAg@T{CgAuAq@sA{@y@p@c@dB?XXOx@q@fAjAl@~AdA~Az@dBhAtA`@|A\\jB~@nA?r@u@CuAm@kCwBq@XFpABjBAfBf@nAYh@KBeAt@m@jAy@jEYhEYhBu@~As@tAcAhAUpARrAz@l@lAn@\\|@g@fAHfARbBr@h@tBJt@j@SfAQvARzA@fAwCv@u@jAb@h@zCC`AP|@`AZbAJn@YbAcAA_A|@S`BIdB_@x@cAE_Ai@{@Gy@n@iAXc@Vn@ZjAYlABdAl@vA`@jAn@p@z@`AC~@Gz@NOr@c@`ALl@LTYr@w@?aANJl@dAd@`A`An@fAMdA[|A_A`CmAt@g@xADfA\\hAuBvAHDF?nA]hAQdAId@`A_AR}@r@FlAtA|@zARRpABvBZvA~@TbAGf@O^AnA^r@\\FfAMzA\\tAGhAMvAr@`@v@DXHTZ\\nATrABhAJpAoA|BQbAJ|AKvA?dBVlB,302113
159.4,272.8,10.9,9.7,6.7,1.8,623.5,3,exycF`b~iVUeDAMEIDKEKAa@mAcPCcABsAL{@Nq@Vs@Xi@xDoFNe@jAmBPk@\\g@f@k@v@_@jAaA`@g@j@_Aj@[v@o@|@m@xAu@nAi@hAq@zAs@f@K~BOl@Un@[f@_@Xo@`@aCAw@OgAGUUe@c@c@s@a@eBSs@B]NoBnAeAv@g@Vk@Pw@@mBm@i@Ui@WwA{@cCmAoBu@e@Gi@A{@Fe@JiDzAm@Rm@FW?m@Em@K{@]a@Y_@_@m@eAUu@Ae@Rc@FI,310709
160.5,284.9,15.3,15.4,3.4,3.9,0.0,3,cmyeFnwohV]hAg@~ByAbE[bBOnA[|AUx@Wh@kApBKVY~@Qx@m@vBi@fAeAjBMl@UbCOd@]p@qDvE_@t@{@zBeAxBaCzC{AxBk@dAU|@QbCUpAQ`@e@bAa@pAk@fAGFIXm@`AkAlASXw@fA_AjBq@z@{@r@cE`Ey@f@u@Z[Rc@^_@b@_@N?HWCUJUNoAlAwAnBIRi@|@yAfBk@h@s@~@}@dBo@t@g@v@wChFo@x@mApAeBjC{BvCmAzA]h@]x@{@tCqBdI]dA_AnDqArF}@pCiAhCyAnC_@`@_Al@QRKVI^Gr@Y|BK|BMv@Kh@w@zBg@~@ETB`@F?RINQb@u@Vg@x@wBPYp@o@RqAl@oALc@Fe@Bi@H]\\a@j@g@RIj@OTOP[VuAHOLKVGN?HB~@z@~@l@JPFRTpANb@VXRLFBPGJMH]Fw@F]FSLKTCXDTHl@b@NDL@PEJE^c@HGj@GPGLODM@QCQMUMO{BiAuAeAGMFEH@t@b@t@^tA`@v@h@n@XTPXZP^DT?VIVMJQFgAPQJKNCR@Z^hB?REPMPQFsAFRAa@FKHEJAHJr@@PCNGNGHc@VML_AdBSh@EX?V,316833
154.9,207.6,84.1,15.7,1.8,22.0,2486.9,1,}htcFbhrbVBzBFhAbAxGLn@n@jC\\|AlEhRKt@_@Zg@~@WnAw@pF_@lDs@dF_@hEWxDYbBi@tAm@~@cAz@qBdAw@l@qBvByElFYTwAn@cBl@o@h@i@t@i@z@eApB_C|Ey@jBiAzD_CtHc@jAW`@o@r@mDfDiAlAa@n@Yr@g@vA{@xB{QfYkEjGyAdB}CfC}@tAMVa@dBEvBR~AFTv@rAl@b@dB`BbCdDTf@n@~BRnB?l@KnBWjC?p@JbBvAlJnBlILrBAdBSlDOv@Qh@o@bBQn@Ix@KxBCbALr@\\d@rDpDxArA`@b@T\\dCbHH\\NnA@~@ChAs@vFOzAIrCLzA^tBN\\f@p@zCnBn@x@b@`ATrA@V?d@SvA[bAs@lBg@dAGr@N\\jAjATd@r@dCDjARvAFPf@^^CrAWlAEb@L\\\\hAdBbAtAlAdAx@|@r@lA`@vA`@jAt@~@~@h@z@NhAErAMdAExANhAd@h@n@Tv@JhAD`CJnA\\v@dChCd@rAhAvFr@~AZz@Pn@Db@IhAs@rAy@jAmB`Dy@nBYjACp@Lx@^`@l@h@^j@LLj@J^UXq@P{@f@iAbAoAnCcCtAeA~@_@t@KfBIj@@f@Xd@rABrAChALt@VNh@Ix@g@r@EjAd@d@j@n@hB`A~EVh@n@p@z@RdAO`Ai@VY\\cARyBZgBb@}@r@s@tAeAf@Wl@@jAf@`Ap@|EzEjAtAp@jAj@j@TPfAZz@N~A^lAd@|@d@jHdE`AFt@WZUd@cAX_Cd@iBz@}Bj@_@\\N\\j@RfAAz@s@vFkA`K]vAy@~AgApA}@t@_ExCeAjA}FxIkAxBm@`BaBlFg@lBInA?`CLzTP`BhBvD~@rCLxALpCIv@q@tBMrA@pAz@vECdAKlBM~Aa@xA}@|AYbAOhBBx@XnAb@tAh@n@HFpAZnAd@f@t@Ff@Dr@b@|ANV|@n@p@HdKWtAMbAc@hBsA~@]|AOhALdAd@fA`AfBjBt@~@Tl@Lp@Z|@~@lAlAlAl@hANzA@~ASvA_BdFKpA@f@`@lBn@bCTpAEfAa@nB[jBE`BB`BN~B^xBd@~Bd@jBl@~BjDdKtDnLtBlG`A~CFZBhAUbCDv@j@lAh@b@fBp@z@j@`@x@Fz@Kx@ITu@~@{AvAeAz@}@fAe@dASt@@x@d@xDd@rAv@fAfAbAZ`AA~@Wh@[V]ReA~A}BvAo@`AcApAeAt@Ut@Pl@~AjAz@~@x@`@xDZv@TXVl@~@XfAP~APf@X^z@ZbBTxAVt@Vl@r@DXCvAAJ]xA]nAk@nAc@|AS~AKbBHtAJr@^r@bAj@fETx@Tr@l@NV\\tABV?l@M~A@T_@pAWnA_@v@o@|@E^DXV^RTd@v@VhAHbCArAOxAWxAY|AMX}@r@aAj@}@\\QBq@^Ob@KnAWxAMnAH|@N|@@^K|@o@pAw@nAi@Pk@Ak@Da@\\It@Bl@KlAFbALh@H|@@lAF\\Rb@`A~@hA|@`@@jB}@hAQ`AFx@@bAGfCPr@Jj@Z`@\\r@Lr@S^Un@OX@n@VzA|Aj@r@x@X|Ca@dDXbAMfBkA`BO`AHp@p@~@vDb@tBn@`CZp@z@bA|@x@~@dApChC`AvAn@x@bAh@`Br@bEtBtAf@tE\\`EhAt@Nz@b@l@x@t@rATxAFlB?xCDbDLjC?xCW~B_@xAs@~Ae@tAMrA@fAPx@b@pAtA`Dz@pAr@tAx@lBzApC`@lA^xBR`B@l@Cl@a@dBqAnD{@jByBrDm@lAw@vBo@zAs@lAoCrF_AzBoBrG_@vBBnAPz@PlBKnAcCxIe@tBI|ADjATbAl@p@HFlEvAfAl@vAfAv@fAp@pANd@LbAPALI?CI@ST?d@PhCHdDGlAs@hDg@bBcApBwBlDsAjCS`AOhC@~BHfIFzBXvAnBzFx@rC`@rBd@rBt@pFr@dEPjCVxAl@vAz@xAhAfCj@r@tAxAxAjDRpAH`CPbCNnAh@nAp@l@dAb@lBh@tAn@`@ZZh@n@rBp@x@pAjAV~@H|CLr@j@tAxCtEvAlBTl@DlAI`C@dB@v@FbAZ|@f@Xb@Bb@?l@R`@r@L`AUjB?dA\\z@pAdBj@z@r@~@p@d@bExAj@j@d@rBp@hAxCzCHl@EtCJfBN|AE|@m@rBi@tAGfARzB?~AIbCXdFCzA[~B_@rBc@|@cAxAQj@IfANvEJ~B?hBIxB}@~D]|DUlBKzBBnB?pBDnBA`@Y`CAjANl@l@`Ax@h@xAt@lAh@xA^n@\\~@l@z@RzBvAn@j@f@t@\\LdABj@Dx@d@|@Zr@J^\\?b@[bAMj@a@|EAr@Rt@^v@Fj@Nn@Zn@Rj@h@zDV~@p@tA^Vh@Nt@\\|ChC`@P`@Bh@LXVR\\J`@ADJfB@jAH`@bA~Bj@fATn@Rx@Jv@?ZG~@B\\Nr@Xj@Nh@Ln@Ph@bCdDRb@Jj@Vr@f@f@`@Tb@Ld@RfA~@l@RtANl@XtAf@dAh@`@`@Rj@Fr@FfCVx@b@Xh@Lh@P^n@Nr@Pf@^b@lBzAj@H`@K`@El@LrAZh@PbAf@d@LjALn@Rj@f@,361013
161.1,270.2,9.5,12.9,4.4,2.0,469.9,3,a_wdFngmeVhC}Id@oBJ}AEsAM{@eAiFa@eBqAwE]{Ay@yEaAmD_CmGsAqEg@yAq@eA}@}@i@aA}AoGUkAEqAImFKqB]mDm@aEWeD]kDQgA_@eAw@cB}@eCa@aA_CqEu@mB_AmCc@w@[q@gAgE[{@cA}Bk@eAc@QaAG{AQmA]a@_@Oi@Ae@Jc@d@o@p@o@tCqBt@s@f@m@`@q@b@eAdAeD,361029
169.6,306.2,17.9,12.3,6.0,3.7,1186.7,3,qy`eFnnbjVi@Tg@p@c@b@e@ZqLzFcDfBi@^[Vq@v@o@|@S^Sb@a@hAYlAUzBGtABfDJ|EAxAK|Aa@nCyDrS}@fEIbACvADdAP~@Vv@Zp@^f@`@`@b@ZfInFTTb@f@Vb@^jAT|A@rACf@QnA]fAu@rAgA|AcE|GeAzAYf@Uj@Sl@Ip@Et@@t@Jv@Pv@Tp@\\l@`@f@h@^l@XxDtAl@Zf@b@b@j@Xt@P~@HfAG`BQpAsA\\oA_ADyAZs@fAaAdBk@f@GXDRNJPH\\@TM~FPfAZlADf@Lt@Rn@~AbCJRRl@Fl@Bt@Ir@eAlDUj@u@zAMp@InE@`@Ff@J`@PX^^XLTFTB\\?^E\\MXSVYd@_AR[VUjAq@r@q@XQRIZEVC~@?TAZK\\Oh@_@n@SZCVBVFhAd@t@HjDJPCVMTUN]D_@Ac@Ma@[[a@Oc@As@J[?[C_@Ug@s@g@gAGe@Bg@Le@P[pAoAVOVKv@OZKNGZWt@gA\\y@b@yAP]r@_Ah@eAZ[,378701
166.1,309.5,9.9,8.2,9.4,1.4,702.8,3,qzmbFrmehVVC\\FZJXR`@PjACZFj@@x@IPGd@_@f@WTGP?ZF\\LNJb@J^P^j@Jj@JXHLBLCNo@T_@T]`@K`@C`ABd@Nt@XbAB\\\\~AHbADdAER_@lASfA]dA_AzB[l@q@|AGj@CjA@LHXHLH@LCTSv@{BTYf@Sp@S^OTQ`@S^Oh@c@\\o@TULIf@M^OjAmAb@s@v@}@R_@\\uAHeAHULOjAaAx@g@X]Nc@v@wAReAB_@LYVOLCNA|@Hf@AnAIXM\\EN?r@LTELKJQRe@,380237
171.0,381.8,1.5,27.8,-0.1,0.7,6.7,0,svoeFrksjVdBvINf@HPX^NJNJ`@J`@@`@ING\\WJOZw@DU@i@G}@qDaRSy@Q_@W[[Q]Ka@?a@F]PMLMLS`@GRGj@Aj@Fj@`@~Br@lD,432873
156.8,267.2,10.5,21.7,0.2,3.9,206.7,0,en_gFjtujVK[Mu@Ei@?iAGSKs@Um@OSw@s@Iu@La@LYx@u@RIx@SC@nAKd@IjA[x@[jAkAfAuAFMHa@G{A@}AAyAQuAMgBLsADM^_AlAi@dB_AfBmAbAs@HK^eADSj@qGl@qIFYTc@d@U\\MZSNMT[x@aCh@eAVu@XeAd@mCBi@Gg@w@kBS_BCcBK{AHiARo@dAyCjBmG^uANeABs@Ao@QkBEkBBg@Rw@rAaDLc@VgA~@oDJqAG{@_@sAYqAGMa@[YKKIO[CQ@QLe@Pa@BOEu@KKs@_@KIWi@Io@?OH_@n@aADcAHs@VYj@e@JO`@cAZUt@@RFV@b@UL_@h@iCDm@Ik@WY]QSYEO?QD_@L[Fe@LWPMvAYlA_AZa@Le@JoAXeBBYBeB^wC?q@q@kAmAO_@OKKS_@Sq@Ea@Ao@DWLSRI|@Sh@_@LOP_@NUPKR?b@Hb@InAgARUl@oAfAi@HIF_@Gc@m@cBHaBt@g@P?d@Nb@XJBL?ROZ}@TYJEhADZVJ?H?XGn@]LYHcBh@}@j@]fA_@RQDKH]H{@BMl@eAJ[Lo@BmAKcDFu@F[Vo@LUNQd@[Za@r@qAd@Wf@KRARBh@Rb@\\\\d@\\j@l@r@p@f@PHd@LR@lACpA[l@GpCV,466145
150.6,238.6,8.1,12.8,3.7,1.7,356.7,3,mgjfF~dxhVoDbA[D}@OiAaAs@kAmAgCWyAs@yKOyAe@eCqD}MGo@?mB?yBFcCGcAYiBo@mAgA_Bu@y@Ki@EuAWuAa@}@Sq@UwBy@gFOwBNuFJyAJi@d@wAXiABmAMwAa@cA}@{AY[?[l@sAJgAIqATeDQgEFgBjAcILqA@gAIqAUkAOkAAi@XQ,473677
165.8,324.0,9.1,13.4,5.6,2.1,671.8,3,ay`eFpnbjVEEMCQ@QP]l@Y\\YVc@XmGzCaBz@u@ZaAd@yAx@u@h@s@l@m@t@m@`Aa@~@Wp@Qt@WzAKtACx@?lANbIEpBGfAQpAy@lEoC`Oy@vDOtACh@?h@LzA\\vAVl@T`@X\\\\ZnDxBnD~Bf@b@Z`@\\l@Xz@Ln@HbA?tAKhAWdA]z@oAvByHbM[t@Mf@K~@Cv@DdAHn@Ll@N\\Vd@h@t@h@`@d@TrFlBPJXVTXRZTj@Nn@Hd@Bj@?l@Cn@WpA,498599
161.9,305.9,13.4,8.7,9.3,1.9,941.4,3,grafFxybiVGCu@c@KOOYYwAD{@Ri@d@w@Ni@Dq@Ce@YaBKYYa@}@}@Yo@UkBOm@Q_@q@aAUe@Ka@Co@Qq@Q[c@_BU[UWo@aBMa@?USiAGwAIa@a@kAm@_CeAgFa@yAWe@e@i@kA_Aa@w@c@eA[YOa@oBsAeCgAoByAm@][M}@m@g@Ua@[kAsB_Aw@a@e@M_@Ec@@sAEa@K]MS]_@EQUWOW?EIWIMGyA@]Ak@EMQ_@iBiCYSkAUi@Oe@Wq@o@CSBKDIVYlAiAjAq@Za@R_@^gAD]?e@i@kCGOa@aBG]FWn@q@Zg@T{@b@sBn@iAhC{Df@e@`@KPG,522461
156.8,380.3,4.2,27.8,0.1,1.9,9.2,0,ygieFd`vjVE@s@@kB`@eDTyABe@BmBX_DRmABaDX{F^cAL_BFqALwAFuALyCRwABeADsAPmFXqALcDPo@L_@B{A@wATsABoALcCHsBXuABuANoAFkANwCL_AHq@@aCTmADoALuABsARqA@sAJq@HaABeBT}@?aCVgAHwAHsABgDZsAHiANmA?mAHw@?,531794
165.3,383.9,4.9,29.0,-0.0,2.4,6.6,0,uoveFfmqiVkBbIQn@Wn@]j@c@h@w@r@e@Z{@\\cAPcABo@Cm@Go@KaAa@i@[c@e@QWm@kA_@qAqBsLo@{COuAA{A@y@XyGNqCZkJBYFWHSPOPITCh@D|@PlANrB`@f@ARCd@Q`@Ub@[\\c@LWd@gAhAgDbAkCr@qAl@s@r@g@pEeCpDyBbDgBl@a@jAcApA{@`@QRAb@FX^DV?XM^q@pCaKhd@aC|J{CnN_A`E,544038
148.4,246.6,19.2,21.8,-0.1,7.1,370.6,2,awibFp~ziVpGmAfCk@rBq@~GgChAWdAErAPrAl@lF|EdAh@zATxAErAa@rD_BjBcAnAmAbAaBvGsQxAqDr@yApAsBbD}EhFqH`A}@hAg@zAOxCKzBWdBu@vBcAl@U@IcBbA?C@D?EZOjB{@xAe@xX{G`Cq@pB{@zB{AdBaBbPiQdCkCnAs@zAc@hAIzEOvIc@hBGhBH|BZhGfAhBLjBK|Aa@x^}MzA{@pAqAdAaBlDgGfAwAv@i@x@W`AIfADfA`@PLt@v@hA`A^|@@\\TlAf@zAJJf@N^ErAk@|A{@hC}ArHcE`Aw@~@sAvAaCdA}@jBcAb@e@^eABo@^_Bn@Y|Ba@~@Pj@F~@Iv@OrAa@~CmAVMvBiBtAc@h@JhBdAvAXv@b@^rAXpFJv@CtA{@vBw@lCOdBB~D@Rb@`A|@f@j@n@TdA^fDLh@r@dAz@p@jAbBv@zAz@v@PDbCPjAZv@\\v@`AZz@NxA@j@XhA`@R`@LhBZbAIjAs@b@P\\XtAh@lA?tAPx@d@\\H`CjA~AFxAb@dAJl@A~@X|@n@fATf@@jAQxA?tALb@@dA\\ZT`@fAZpBr@jA\\R|Bp@jA@hAPb@TpAbAr@~@dAzB~@hC|@pApBdA`A~@`Aj@vCr@f@n@F\\XtE,545746
170.8,309.2,12.1,10.2,7.7,2.0,0.0,3,kopfF~vokV[Ik@FMFWTKNWl@Wz@IHE@]Ca@I_ATs@AD?{@BUFKHO`@AJBzBSrACf@FlBJx@d@v@DNBPCTc@dA@\\H^l@|@^x@T\\h@j@Vb@Nj@AJe@z@ERKdBIPc@JKAi@FQHYh@K`@CXB\\BLJLv@b@XTL`@RzAEXUh@CVBf@BVC^GP{@rAM\\CTDr@Ib@[Vo@RUNMTUpA?l@PlAVdAX`@jAn@JLLRLr@JZ?\\EP_@b@ANDT^~@Db@AJQZu@`@QRI`ABtA?x@I`@KTg@|@MTEbAMv@BLHDHAFQDa@X}@DEj@Uv@EVGf@]d@_@z@cAROBADBAN_@\\Wp@Cn@@v@GL_@PDCcATk@d@Ur@KzBKb@KJGDi@GY@ODKHOZGVOXKDi@IW?SFiCtA_Ax@_@TKL@FHJF?xAs@hAQf@A`@Bl@\\^J|@DZL,563888
